,Unnamed: 0.1,Unnamed: 0,age,gender,year_in_school,major,monthly_income,financial_aid,tuition,housing,food,transportation,books_supplies,entertainment,personal_care,technology,health_wellness,miscellaneous,preferred_payment_method
527,527,527,23,Female,Junior,Economics,1209.12,1019.7,7498.92,587.73,356.07,224.51,247.39,98.67,101.53,364.65,118.69,270.27,Credit/Debit Card
528,528,528,18,Male,Freshman,Economics,914.98,601.2,3687.84,782.5,163.8,122.62,157.25,28.08,75.82,201.24,166.61,29.02,Credit/Debit Card
529,529,529,24,Female,Junior,Psychology,931.59,223.3,3688.08,746.57,258.94,136.73,281.93,131.89,59.29,321.86,88.33,212.96,Credit/Debit Card
530,530,530,24,Male,Senior,Psychology,680.72,468.9,4904.86,901.69,154.64,127.41,177.51,79.5,34.85,325.61,55.54,55.54,Mobile Payment App
531,531,531,25,Female,Sophomore,Economics,1167.8,737.0,5989.7,788.93,316.6,162.16,328.19,187.9,25.74,75.93,199.49,253.54,Mobile Payment App
532,532,532,18,Male,Senior,Biology,1025.64,236.7,5348.38,768.64,133.06,162.76,204.34,125.93,104.54,128.3,49.9,38.02,Mobile Payment App
533,533,533,22,Female,Sophomore,Computer Science,1674.39,971.3,5768.93,616.57,167.51,67.72,117.61,90.29,83.16,71.28,137.81,236.41,Mobile Payment App
534,534,534,22,Male,Junior,Biology,596.88,332.1,5665.68,758.16,157.68,95.04,308.88,155.52,39.96,289.44,91.8,206.28,Cash
535,535,535,22,Female,Sophomore,Psychology,1154.74,1.1,4981.09,826.55,160.08,155.73,60.98,139.39,78.41,219.98,53.36,206.91,Credit/Debit Card
536,536,536,21,Male,Freshman,Biology,736.13,455.4,3081.02,443.23,311.04,69.98,125.28,41.47,60.48,217.73,81.22,120.96,Credit/Debit Card
537,537,537,18,Female,Senior,Biology,701.8,162.8,6943.46,933.64,245.39,238.13,85.67,198.92,110.35,300.56,274.43,60.98,Credit/Debit Card
538,538,538,20,Male,Senior,Biology,415.8,36.9,5468.36,1056.13,222.16,100.98,140.18,28.51,100.98,89.1,187.7,128.3,Mobile Payment App
539,539,539,25,Female,Junior,Biology,885.28,322.3,4484.04,769.56,220.44,97.68,257.4,29.04,99.0,101.64,229.68,141.24,Mobile Payment App
540,540,540,20,Male,Sophomore,Biology,565.06,594.9,5178.82,456.84,213.84,162.32,242.03,118.58,45.68,147.74,49.57,124.42,Mobile Payment App
541,541,541,20,Female,Senior,Engineering,797.15,332.2,7149.89,494.89,326.7,79.86,141.57,73.81,90.75,336.38,159.72,36.3,Credit/Debit Card
542,542,542,20,Female,Junior,Engineering,1168.2,418.0,6288.7,798.6,148.5,66.0,66.0,75.9,29.7,139.7,95.7,196.9,Cash
543,543,543,19,Female,Senior,Computer Science,1882.88,849.2,6137.6,1009.14,261.36,132.13,151.01,153.91,45.01,257.0,69.7,30.49,Mobile Payment App
544,544,544,25,Male,Senior,Psychology,480.25,386.1,6096.22,946.34,227.6,77.32,115.43,126.32,44.65,130.68,162.26,39.2,Cash
545,545,545,22,Male,Sophomore,Computer Science,846.61,819.9,3703.32,560.84,282.85,162.32,285.77,62.21,62.21,258.55,130.25,133.16,Mobile Payment App
546,546,546,25,Female,Sophomore,Economics,1317.49,317.9,4277.99,1217.5,462.03,158.3,350.06,113.26,34.75,181.47,137.71,160.88,Mobile Payment App
547,547,547,25,Female,Senior,Computer Science,1771.2,848.1,4538.95,1195.0,543.05,181.5,312.18,130.68,111.8,351.38,162.62,143.75,Credit/Debit Card
548,548,548,22,Female,Junior,Economics,1120.68,251.9,7357.35,1186.9,520.52,161.59,168.74,85.8,50.05,338.91,250.25,274.56,Mobile Payment App
549,549,549,23,Male,Sophomore,Psychology,366.69,142.2,4122.66,620.14,321.65,107.81,121.18,125.63,53.46,84.65,123.85,64.15,Credit/Debit Card
550,550,550,20,Male,Senior,Biology,1024.06,404.1,4435.99,1084.64,384.91,177.01,159.19,122.36,102.17,342.14,155.63,142.56,Mobile Payment App
551,551,551,20,Male,Junior,Biology,650.16,86.4,4552.2,542.16,317.52,83.16,172.8,103.68,24.84,93.96,173.88,78.84,Credit/Debit Card
552,552,552,23,Female,Junior,Psychology,1137.51,753.5,6667.1,608.63,372.68,206.91,249.26,174.24,99.22,131.89,237.16,72.6,Credit/Debit Card
553,553,553,20,Female,Freshman,Biology,959.55,589.6,3842.78,566.02,139.39,144.67,243.94,112.99,96.1,219.65,195.36,76.03,Mobile Payment App
554,554,554,19,Male,Junior,Engineering,1140.48,863.1,4198.5,533.7,90.0,141.3,192.6,101.7,45.0,257.4,78.3,180.0,Cash
555,555,555,18,Male,Senior,Engineering,1479.06,72.0,3032.37,827.64,393.03,134.64,88.11,108.9,28.71,153.45,58.41,184.14,Mobile Payment App
556,556,556,25,Female,Senior,Computer Science,1807.38,425.7,8340.29,1232.75,437.05,162.62,235.22,204.73,107.45,129.23,155.36,156.82,Mobile Payment App
557,557,557,19,Female,Freshman,Psychology,970.99,877.8,3935.89,478.19,338.8,185.86,153.91,32.91,50.34,218.77,131.65,60.02,Mobile Payment App
558,558,558,22,Female,Freshman,Engineering,1019.04,425.7,3505.04,410.08,180.4,168.08,102.08,57.2,53.68,168.96,84.48,165.44,Mobile Payment App
559,559,559,21,Male,Freshman,Engineering,1156.03,800.1,3568.32,473.76,128.88,56.88,108.72,83.52,21.6,83.52,137.52,17.28,Credit/Debit Card
560,560,560,20,Male,Senior,Engineering,1679.83,729.9,5089.59,744.48,184.14,137.61,168.3,63.36,45.54,146.52,30.69,95.04,Credit/Debit Card
561,561,561,24,Female,Junior,Psychology,1219.68,712.8,6351.29,586.85,300.08,62.92,77.44,113.74,90.75,338.8,58.08,55.66,Mobile Payment App
562,562,562,18,Male,Freshman,Engineering,456.19,550.8,2890.8,343.44,205.92,62.64,66.96,20.88,54.72,210.24,126.0,46.8,Mobile Payment App
563,563,563,22,Male,Sophomore,Computer Science,1449.98,450.0,4710.31,468.5,325.62,129.28,84.56,32.08,55.4,156.49,79.7,95.26,Credit/Debit Card
564,564,564,23,Male,Freshman,Computer Science,1009.01,771.3,4305.31,766.37,214.27,131.33,182.3,44.93,20.74,155.52,91.58,112.32,Credit/Debit Card
565,565,565,20,Male,Sophomore,Computer Science,806.6,833.4,4878.47,872.86,219.67,58.32,169.13,83.59,21.38,182.74,142.88,107.89,Cash
566,566,566,22,Male,Senior,Engineering,1531.33,227.7,4910.4,523.71,226.71,58.41,180.18,34.65,63.36,95.04,121.77,76.23,Credit/Debit Card
567,567,567,21,Male,Sophomore,Economics,862.16,742.5,5210.24,769.74,325.38,204.28,63.18,114.78,90.56,132.68,186.38,147.42,Cash
568,568,568,18,Male,Sophomore,Biology,673.92,648.9,2919.89,893.27,200.23,78.73,191.48,46.66,58.32,154.55,128.3,68.04,Mobile Payment App
569,569,569,21,Female,Senior,Engineering,1364.88,1070.3,7153.52,1150.71,425.92,130.68,75.02,75.02,84.7,301.29,118.58,181.5,Credit/Debit Card
570,570,570,25,Male,Sophomore,Biology,579.96,831.6,5573.45,475.31,152.6,91.37,89.42,20.41,22.36,253.69,55.4,109.84,Mobile Payment App
571,571,571,25,Male,Sophomore,Psychology,811.38,340.2,3475.79,474.9,179.09,118.5,139.0,130.09,54.35,128.3,72.17,77.52,Credit/Debit Card
572,572,572,24,Male,Freshman,Biology,565.63,506.7,4343.33,717.12,228.1,108.86,184.03,44.93,53.57,255.74,135.65,46.66,Cash
573,573,573,22,Male,Freshman,Psychology,907.85,352.8,3966.34,609.05,262.15,118.01,221.76,30.1,26.14,79.2,118.8,132.26,Credit/Debit Card
574,574,574,18,Male,Sophomore,Psychology,562.79,64.8,5248.88,681.62,319.87,118.5,45.44,20.49,54.35,222.75,114.05,152.36,Mobile Payment App
575,575,575,20,Male,Senior,Economics,1083.46,348.3,4975.54,626.77,335.91,256.11,289.58,148.01,43.76,236.81,253.54,185.33,Credit/Debit Card
576,576,576,23,Female,Sophomore,Economics,1123.85,944.9,6743.88,526.38,489.06,230.37,190.48,104.25,75.93,129.99,178.89,123.55,Cash
577,577,577,23,Female,Junior,Biology,733.92,943.8,6433.68,745.8,167.64,134.64,285.12,157.08,122.76,188.76,190.08,108.24,Mobile Payment App
578,578,578,24,Male,Freshman,Psychology,450.36,411.3,2585.88,346.9,269.28,60.98,86.33,49.9,19.01,159.19,108.5,64.94,Mobile Payment App
579,579,579,20,Male,Sophomore,Biology,958.39,358.2,5362.52,830.09,231.34,90.4,246.89,114.7,21.38,139.0,34.99,65.12,Mobile Payment App
580,580,580,21,Female,Sophomore,Economics,1180.87,515.9,4868.72,534.11,185.33,221.36,171.17,52.77,113.26,365.51,149.29,256.11,Mobile Payment App
581,581,581,25,Female,Sophomore,Biology,667.66,610.5,6024.35,717.55,149.69,231.66,229.28,127.12,62.96,188.89,58.21,85.54,Mobile Payment App
582,582,582,21,Male,Junior,Biology,1016.64,603.9,6480.0,990.36,318.6,206.28,111.24,23.76,91.8,320.76,66.96,151.2,Mobile Payment App
583,583,583,22,Male,Junior,Computer Science,850.59,214.2,5782.32,791.64,351.0,196.56,167.4,45.36,87.48,237.6,214.92,190.08,Credit/Debit Card
584,584,584,25,Male,Sophomore,Computer Science,654.97,577.8,4507.16,837.86,281.88,194.4,258.55,20.41,42.77,222.59,163.3,74.84,Mobile Payment App
585,585,585,23,Female,Senior,Computer Science,2189.62,216.7,4589.77,1385.21,416.72,146.65,243.94,79.86,75.5,261.36,196.02,143.75,Credit/Debit Card
586,586,586,19,Male,Sophomore,Computer Science,1570.02,728.1,4786.13,769.82,185.65,139.97,278.96,78.73,34.99,216.76,101.09,180.79,Credit/Debit Card
587,587,587,22,Female,Junior,Engineering,1370.16,594.0,4815.8,870.1,222.2,102.3,202.4,115.5,52.8,279.4,86.9,176.0,Mobile Payment App
588,588,588,24,Female,Junior,Biology,751.52,551.1,4315.08,1306.8,328.68,261.36,326.04,178.2,35.64,69.96,129.36,88.44,Mobile Payment App
589,589,589,21,Male,Sophomore,Biology,916.92,619.2,5065.09,833.0,246.89,151.63,267.3,143.86,52.49,220.64,115.67,84.56,Mobile Payment App
590,590,590,18,Female,Senior,Economics,1649.47,477.4,7113.11,1009.87,226.51,190.33,344.49,234.38,125.84,295.72,84.94,229.66,Mobile Payment App
591,591,591,22,Male,Senior,Computer Science,1249.68,90.0,4330.26,1163.05,193.64,159.19,59.4,100.98,102.17,317.2,229.28,95.04,Credit/Debit Card
592,592,592,20,Female,Senior,Economics,1618.98,34.1,8189.04,695.27,522.24,234.38,360.22,182.47,108.54,427.86,162.02,251.68,Mobile Payment App
593,593,593,20,Female,Freshman,Biology,368.19,306.9,5044.51,440.35,270.34,198.53,164.74,110.88,81.31,201.7,144.67,43.3,Cash
594,594,594,24,Female,Junior,Psychology,527.67,896.5,6800.2,1028.5,245.63,200.86,266.2,110.11,41.14,284.35,47.19,166.98,Credit/Debit Card
595,595,595,19,Female,Sophomore,Psychology,1005.94,915.2,4230.77,752.5,142.66,160.08,237.4,41.38,41.38,317.99,182.95,108.9,Mobile Payment App
596,596,596,22,Female,Senior,Economics,1073.03,971.3,4874.73,1415.7,442.01,174.6,169.88,190.33,45.62,253.25,215.5,72.36,Credit/Debit Card
597,597,597,18,Female,Senior,Engineering,1595.75,465.3,4464.9,1177.33,347.27,118.58,326.7,176.66,121.0,164.56,154.88,156.09,Mobile Payment App
598,598,598,25,Male,Junior,Psychology,494.1,133.2,5359.86,878.13,253.44,56.43,206.91,83.16,75.24,217.8,182.16,102.96,Mobile Payment App
599,599,599,23,Male,Junior,Biology,939.6,577.8,6011.28,911.52,295.92,129.6,192.24,30.24,30.24,193.32,131.76,78.84,Credit/Debit Card
600,600,600,23,Female,Freshman,Engineering,1333.73,818.4,2964.72,726.0,124.08,102.96,118.8,39.6,34.32,139.92,139.04,100.32,Cash
601,601,601,23,Female,Freshman,Engineering,692.74,919.6,3155.68,677.6,151.36,97.68,229.68,68.64,87.12,155.76,127.6,65.12,Cash
602,602,602,22,Female,Junior,Economics,1287.0,446.6,5512.65,1075.36,356.07,132.99,174.46,178.75,80.08,258.83,147.29,71.5,Credit/Debit Card
603,603,603,25,Male,Freshman,Computer Science,1365.62,896.4,4282.85,770.69,122.69,44.06,209.95,110.59,71.71,113.18,55.3,30.24,Mobile Payment App
604,604,604,25,Male,Junior,Biology,937.44,103.5,3526.2,605.88,272.16,95.04,211.68,90.72,29.16,170.64,135.0,130.68,Mobile Payment App
605,605,605,18,Female,Senior,Computer Science,1753.9,779.9,6889.74,1064.32,380.42,171.34,286.04,140.84,114.71,264.26,46.46,75.5,Mobile Payment App
606,606,606,24,Male,Freshman,Engineering,705.02,592.2,3322.08,358.56,130.32,74.16,38.88,48.24,48.96,207.36,117.36,101.52,Mobile Payment App
607,607,607,24,Male,Freshman,Engineering,1173.31,28.8,4073.76,501.12,97.92,55.44,155.52,50.4,64.08,74.16,64.8,117.36,Mobile Payment App
608,608,608,20,Female,Junior,Psychology,1043.46,95.7,6817.14,1207.58,321.86,205.7,231.11,165.77,121.0,211.75,113.74,98.01,Mobile Payment App
609,609,609,24,Male,Freshman,Engineering,1185.41,187.2,3272.4,481.68,188.64,54.72,151.92,99.36,59.76,209.52,52.56,78.48,Credit/Debit Card
610,610,610,24,Male,Sophomore,Engineering,1070.17,457.2,3011.58,342.63,276.21,125.55,235.71,89.91,60.75,213.03,98.82,42.12,Mobile Payment App
611,611,611,23,Male,Junior,Engineering,1358.64,845.1,4195.8,670.5,225.0,108.9,214.2,90.9,54.0,236.7,30.6,101.7,Cash
612,612,612,23,Male,Freshman,Biology,805.82,596.7,4125.6,528.77,249.7,146.02,100.22,127.87,63.94,206.5,171.94,70.85,Mobile Payment App
613,613,613,21,Male,Senior,Biology,1163.45,532.8,6753.78,599.94,323.14,66.53,283.93,27.32,67.72,191.27,127.12,217.4,Mobile Payment App
614,614,614,23,Male,Sophomore,Engineering,544.32,270.0,4012.74,448.74,81.0,98.82,140.94,88.29,74.52,152.28,55.08,93.15,Mobile Payment App
615,615,615,24,Male,Freshman,Engineering,455.33,303.3,3836.16,332.64,251.28,123.12,207.36,104.4,66.24,173.52,86.4,90.0,Credit/Debit Card
616,616,616,20,Male,Freshman,Biology,671.04,253.8,2820.1,750.82,114.05,78.62,220.32,48.38,31.97,73.44,161.57,52.7,Mobile Payment App
617,617,617,25,Male,Junior,Computer Science,1165.32,622.8,5025.24,826.2,379.08,159.84,262.44,33.48,62.64,79.92,206.28,190.08,Credit/Debit Card
618,618,618,24,Male,Junior,Engineering,680.4,475.2,3600.9,828.9,339.3,173.7,78.3,127.8,54.0,139.5,45.9,52.2,Mobile Payment App
619,619,619,19,Male,Junior,Engineering,585.36,184.5,4174.2,754.2,298.8,60.3,213.3,66.6,72.0,184.5,104.4,157.5,Mobile Payment App
620,620,620,19,Female,Freshman,Psychology,513.22,1021.9,4156.59,673.73,258.46,100.67,208.12,76.47,92.93,276.85,33.88,42.59,Credit/Debit Card
621,621,621,22,Male,Senior,Computer Science,822.39,629.1,5494.5,550.04,401.54,95.04,314.82,60.59,95.04,350.46,122.36,162.76,Credit/Debit Card
622,622,622,18,Male,Sophomore,Engineering,708.59,598.5,3615.84,542.7,306.18,98.82,154.71,117.45,76.14,160.38,136.89,81.81,Cash
623,623,623,19,Male,Junior,Computer Science,1194.57,425.7,4983.12,945.0,304.56,61.56,206.28,45.36,43.2,165.24,114.48,169.56,Mobile Payment App
624,624,624,23,Male,Senior,Economics,1460.05,714.6,6393.82,1226.51,277.99,109.4,109.4,184.04,47.62,360.36,120.98,238.1,Credit/Debit Card
625,625,625,21,Male,Junior,Engineering,712.8,186.3,4828.5,492.3,174.6,53.1,100.8,88.2,20.7,206.1,151.2,57.6,Credit/Debit Card
626,626,626,21,Male,Freshman,Computer Science,1257.05,5.4,2680.99,655.78,205.63,64.8,249.7,92.45,35.42,146.88,76.9,38.02,Mobile Payment App
627,627,627,25,Male,Junior,Computer Science,974.61,369.0,4926.96,567.0,356.4,54.0,264.6,120.96,96.12,142.56,147.96,167.4,Cash
628,628,628,22,Male,Freshman,Computer Science,519.48,45.9,4371.84,461.38,305.86,59.62,55.3,28.51,41.47,65.66,36.29,22.46,Cash
629,629,629,22,Male,Freshman,Engineering,467.42,84.6,3868.56,294.48,190.08,56.88,207.36,42.48,30.96,81.36,126.0,23.76,Credit/Debit Card
630,630,630,22,Female,Senior,Economics,1086.1,325.6,6232.23,1134.13,611.9,111.68,169.88,140.0,146.29,166.74,292.58,267.41,Credit/Debit Card
631,631,631,21,Female,Sophomore,Engineering,1754.68,546.7,4244.13,842.49,293.04,52.47,94.05,132.66,60.39,141.57,86.13,132.66,Cash
632,632,632,22,Male,Senior,Biology,978.91,170.1,6718.14,918.32,207.9,172.26,304.13,144.94,71.28,169.88,140.18,200.77,Credit/Debit Card
633,633,633,25,Male,Freshman,Biology,340.99,591.3,3284.06,811.3,118.37,109.73,241.92,50.98,64.8,228.96,60.48,73.44,Cash
634,634,634,25,Female,Senior,Computer Science,877.73,913.0,6740.18,1299.54,506.75,129.23,396.4,65.34,120.52,114.71,177.14,207.64,Mobile Payment App
635,635,635,23,Male,Sophomore,Engineering,899.1,372.6,3339.63,628.56,144.18,85.86,217.08,85.05,31.59,162.81,116.64,87.48,Credit/Debit Card
636,636,636,18,Male,Senior,Computer Science,925.35,448.2,4490.64,586.87,370.66,177.01,131.87,149.69,86.72,71.28,67.72,200.77,Mobile Payment App
637,637,637,24,Female,Junior,Engineering,1294.92,962.5,3592.6,937.2,221.1,183.7,112.2,129.8,79.2,136.4,68.2,121.0,Credit/Debit Card
638,638,638,25,Male,Senior,Economics,1640.63,793.8,4767.05,597.17,346.2,113.26,330.76,135.14,60.49,136.42,173.75,84.94,Credit/Debit Card
639,639,639,18,Male,Sophomore,Biology,601.99,113.4,3263.0,597.78,314.93,70.96,157.46,145.8,56.38,205.09,84.56,74.84,Mobile Payment App
640,640,640,24,Male,Junior,Biology,896.4,815.4,5888.16,495.72,275.4,138.24,102.6,47.52,50.76,311.04,210.6,206.28,Mobile Payment App
641,641,641,20,Female,Junior,Economics,912.12,374.0,5431.14,1069.64,217.36,75.79,374.66,168.74,130.13,160.16,233.09,101.53,Mobile Payment App
642,642,642,24,Female,Freshman,Psychology,1050.19,548.9,5181.7,824.74,124.87,160.69,177.14,88.09,82.28,281.69,52.27,136.49,Credit/Debit Card
643,643,643,18,Male,Junior,Psychology,810.0,182.7,5147.01,553.41,367.29,102.96,142.56,69.3,62.37,100.98,94.05,103.95,Credit/Debit Card
644,644,644,25,Male,Junior,Computer Science,692.64,595.8,5638.68,749.52,128.52,100.44,297.0,99.36,62.64,56.16,194.4,172.8,Credit/Debit Card
645,645,645,22,Male,Senior,Economics,1457.68,203.4,4707.85,1223.94,280.57,256.11,306.31,93.95,101.67,144.14,252.25,86.23,Mobile Payment App
646,646,646,20,Female,Sophomore,Engineering,683.1,587.4,5178.69,500.94,374.22,65.34,139.59,65.34,74.25,55.44,151.47,98.01,Mobile Payment App
647,647,647,19,Female,Junior,Engineering,1713.36,355.3,3861.0,488.4,244.2,184.8,243.1,107.8,67.1,192.5,146.3,75.9,Credit/Debit Card
648,648,648,23,Male,Sophomore,Engineering,1109.05,433.8,2933.01,463.32,98.01,149.04,87.48,33.21,44.55,75.33,102.06,69.66,Cash
649,649,649,25,Male,Senior,Biology,556.78,588.6,7040.09,873.18,350.46,118.8,330.26,46.33,95.04,165.13,211.46,225.72,Credit/Debit Card
650,650,650,23,Female,Freshman,Economics,981.02,176.0,3941.08,478.19,243.67,94.95,181.9,99.53,61.78,62.92,226.51,154.44,Mobile Payment App
651,651,651,23,Male,Junior,Engineering,1528.2,873.0,3324.6,461.7,133.2,141.3,267.3,93.6,37.8,264.6,138.6,144.9,Mobile Payment App
652,652,652,18,Male,Senior,Engineering,1614.49,348.3,5689.53,985.05,260.37,191.07,243.54,31.68,22.77,150.48,108.9,118.8,Credit/Debit Card
653,653,653,23,Male,Freshman,Biology,669.31,648.0,5080.32,544.32,223.78,101.09,97.63,109.73,81.22,108.86,76.9,112.32,Mobile Payment App
654,654,654,18,Female,Sophomore,Biology,525.1,334.4,6718.14,750.82,209.09,105.73,255.42,67.72,72.47,60.59,66.53,127.12,Credit/Debit Card
655,655,655,18,Female,Freshman,Economics,1512.19,9.9,6369.79,1062.78,256.26,123.55,303.16,78.94,25.17,116.69,137.28,172.74,Credit/Debit Card
656,656,656,20,Female,Freshman,Computer Science,758.47,905.3,3840.67,733.92,201.7,155.23,292.51,24.29,77.09,223.87,198.53,189.02,Mobile Payment App
657,657,657,18,Male,Senior,Economics,1576.48,98.1,5115.83,1209.78,467.18,196.91,202.06,113.26,126.13,153.15,66.92,25.74,Credit/Debit Card
658,658,658,22,Male,Senior,Psychology,931.1,323.1,5859.91,664.29,292.94,77.32,227.6,53.36,90.39,316.9,182.95,199.29,Credit/Debit Card
659,659,659,21,Male,Junior,Computer Science,724.23,544.5,3497.04,856.44,410.4,96.12,93.96,145.8,38.88,225.72,99.36,90.72,Credit/Debit Card
660,660,660,21,Female,Freshman,Economics,860.64,995.5,3492.63,495.35,406.12,96.1,275.7,101.82,76.65,299.73,161.3,46.9,Cash
661,661,661,20,Male,Freshman,Biology,419.33,359.1,4430.59,835.49,131.33,120.1,253.15,82.94,33.7,247.97,158.98,135.65,Mobile Payment App
662,662,662,21,Male,Senior,Economics,1117.91,747.9,4745.17,929.21,501.93,173.75,104.25,168.6,88.8,159.59,137.71,48.91,Mobile Payment App
663,663,663,18,Male,Freshman,Psychology,762.05,38.7,2654.78,663.7,167.11,47.52,220.18,95.83,16.63,85.54,68.9,129.89,Credit/Debit Card
664,664,664,22,Female,Sophomore,Computer Science,1405.4,631.4,4748.44,868.43,222.16,110.48,179.39,74.84,65.34,114.05,200.77,140.18,Credit/Debit Card
665,665,665,18,Female,Sophomore,Biology,1139.69,578.6,4032.07,1064.45,209.09,102.17,159.19,74.84,61.78,178.2,207.9,153.25,Mobile Payment App
666,666,666,22,Male,Senior,Economics,969.41,554.4,4454.31,698.84,450.45,129.99,115.83,132.56,30.89,315.32,56.63,193.05,Credit/Debit Card
667,667,667,18,Male,Junior,Biology,1017.36,697.5,5092.2,493.56,285.12,76.68,270.0,137.16,58.32,164.16,98.28,129.6,Cash
668,668,668,24,Female,Sophomore,Biology,852.19,390.5,5460.05,551.23,159.19,117.61,198.4,115.24,40.39,91.48,60.59,177.01,Cash
669,669,669,21,Female,Sophomore,Economics,664.09,185.9,6824.96,554.7,285.71,132.56,305.02,102.96,72.07,241.96,100.39,226.51,Credit/Debit Card
670,670,670,23,Male,Sophomore,Engineering,1111.97,720.0,3143.61,328.05,308.61,105.3,144.99,85.86,76.14,174.96,66.42,40.5,Credit/Debit Card
671,671,671,20,Female,Junior,Psychology,1283.04,124.3,6596.92,559.02,231.11,83.49,287.98,112.53,61.71,187.55,226.27,123.42,Credit/Debit Card
672,672,672,24,Male,Senior,Engineering,1138.1,811.8,4533.21,420.75,259.38,154.44,71.28,135.63,20.79,279.18,81.18,133.65,Cash
673,673,673,25,Male,Junior,Economics,837.0,638.1,4908.15,795.6,134.55,212.94,98.28,149.76,30.42,124.02,131.04,108.81,Credit/Debit Card
674,674,674,25,Male,Junior,Economics,1601.64,467.1,5470.92,1134.9,169.65,196.56,315.9,26.91,45.63,84.24,124.02,217.62,Mobile Payment App
675,675,675,19,Male,Junior,Biology,938.88,208.8,4903.2,703.08,198.72,110.16,206.28,159.84,72.36,289.44,48.6,54.0,Mobile Payment App
676,676,676,24,Female,Sophomore,Biology,1108.8,981.2,5614.49,889.81,426.49,193.64,349.27,156.82,23.76,247.1,175.82,97.42,Mobile Payment App
677,677,677,24,Female,Freshman,Computer Science,1647.36,955.9,6179.71,801.5,286.18,79.2,197.47,81.31,69.7,311.52,206.98,74.98,Mobile Payment App
678,678,678,22,Female,Freshman,Economics,1541.76,715.0,4074.93,882.02,355.78,70.93,303.16,60.63,109.82,128.13,42.33,88.09,Credit/Debit Card
679,679,679,20,Male,Junior,Biology,992.88,642.6,5138.64,1001.16,207.36,128.52,311.04,147.96,63.72,102.6,209.52,35.64,Credit/Debit Card
680,680,680,18,Female,Junior,Computer Science,1347.06,599.5,7662.6,1206.48,142.56,66.0,271.92,31.68,73.92,71.28,248.16,92.4,Mobile Payment App
681,681,681,25,Female,Junior,Biology,651.2,958.1,5536.08,624.36,483.12,109.56,205.92,81.84,43.56,113.52,106.92,102.96,Mobile Payment App
682,682,682,18,Female,Sophomore,Psychology,1056.73,806.3,6450.15,589.15,316.9,120.88,124.15,45.74,53.36,79.5,180.77,142.66,Mobile Payment App
683,683,683,23,Male,Junior,Biology,526.32,730.8,6087.96,628.56,159.84,79.92,252.72,29.16,73.44,170.64,87.48,51.84,Cash
684,684,684,20,Male,Junior,Economics,1454.76,661.5,6508.71,1139.58,362.7,114.66,195.39,40.95,50.31,348.66,212.94,43.29,Mobile Payment App
685,685,685,19,Female,Freshman,Biology,763.84,458.7,4942.08,744.48,167.9,192.19,311.52,139.39,69.7,110.88,195.36,57.02,Cash
686,686,686,22,Male,Senior,Biology,526.68,360.9,4330.26,1148.8,179.39,59.4,275.62,140.18,89.1,216.22,215.03,175.82,Mobile Payment App
687,687,687,22,Male,Freshman,Economics,1228.61,606.6,4708.08,620.57,310.75,138.53,234.94,121.68,57.1,175.03,116.06,109.51,Mobile Payment App
688,688,688,24,Male,Freshman,Biology,786.82,287.1,3066.34,795.74,336.1,109.73,126.14,38.02,80.35,193.54,130.46,25.92,Mobile Payment App
689,689,689,21,Female,Sophomore,Engineering,848.23,709.5,3713.49,844.47,147.51,65.34,182.16,34.65,20.79,216.81,174.24,71.28,Mobile Payment App
690,690,690,25,Male,Freshman,Psychology,815.83,125.1,3914.86,591.62,158.4,74.45,178.99,112.46,30.89,110.88,75.24,51.48,Credit/Debit Card
691,691,691,19,Female,Senior,Economics,1415.7,1032.9,5121.69,1472.33,578.86,281.57,259.55,226.51,140.0,81.8,75.5,188.76,Mobile Payment App
692,692,692,24,Female,Senior,Engineering,2061.84,258.5,4366.89,1017.61,182.71,229.9,211.75,24.2,117.37,68.97,186.34,85.91,Mobile Payment App
693,693,693,24,Female,Sophomore,Engineering,717.55,826.1,3650.13,548.46,214.83,65.34,186.12,120.78,31.68,167.31,68.31,148.5,Cash
694,694,694,25,Male,Senior,Economics,1485.0,458.1,5518.66,873.87,160.88,126.13,118.4,154.44,50.19,140.28,187.9,241.96,Mobile Payment App
695,695,695,20,Male,Freshman,Computer Science,530.71,815.4,3238.27,727.49,324.0,82.94,124.42,96.77,40.61,240.19,149.47,41.47,Mobile Payment App
696,696,696,25,Female,Freshman,Computer Science,624.62,760.1,5762.59,1032.77,302.02,105.6,250.27,63.36,61.25,217.54,166.85,144.67,Mobile Payment App
697,697,697,18,Male,Senior,Economics,1388.77,752.4,7126.12,1281.85,429.86,106.82,370.66,100.39,72.07,135.14,213.64,231.66,Mobile Payment App
698,698,698,23,Male,Freshman,Economics,720.58,546.3,3352.75,647.71,327.6,82.37,278.93,140.4,84.24,232.13,47.74,31.82,Credit/Debit Card
699,699,699,19,Male,Sophomore,Computer Science,1176.2,210.6,3271.75,913.68,206.06,84.56,117.61,135.11,39.85,289.66,115.67,153.58,Mobile Payment App
700,700,700,25,Male,Freshman,Economics,584.93,804.6,5236.92,787.18,292.97,48.67,204.98,61.78,39.31,86.11,112.32,78.62,Mobile Payment App
701,701,701,20,Male,Freshman,Engineering,1238.11,867.6,3439.44,650.88,235.44,55.44,80.64,105.12,51.12,69.84,120.24,84.24,Cash
702,702,702,20,Female,Freshman,Biology,625.86,696.3,3273.6,553.34,260.83,86.59,212.26,107.71,97.15,108.77,101.38,31.68,Credit/Debit Card
